00:00-01:00	332	296	550	2699	1824	452	379	913	528	483	488	407	586	339	
01:00-02:00	449	444	386	3885	518	794	472	688	641	381	456	263	767	347	
02:00-03:00	622	690	399	5838	336	323	480	764	516	310	615	311	735	362	
03:00-04:00	723	441	610	9185	391	307	627	803	655	339	448	390	599	477	
04:00-05:00	878	533	284	5128	439	362	551	701	612	391	367	274	576	353	
05:00-06:00	511	409	557	4075	607	299	608	276	642	431	393	273	705	357	
06:00-07:00	685	552	490	3803	598	307	570	213	523	632	464	286	772	360	
07:00-08:00	592	791	483	3972	531	311	562	758	547	505	380	313	689	557	
08:00-09:00	757	734	588	3884	872	397	625	934	615	578	458	349	726	593	
09:00-10:00	1191	813	694	3299	661	510	605	983	764	609	610	486	668	723	
10:00-11:00	965	833	714	932	560	418	727	686	829	705	701	436	453	883	
11:00-12:00	1244	972	615	832	549	421	713	647	807	671	644	564	509	861	
12:00-13:00	852	846	508	2398	731	438	621	740	651	524	573	439	426	859	
13:00-14:00	560	615	518	9362	586	485	708	831	919	574	538	311	415	814	
14:00-15:00	809	506	534	7445	590	758	859	168	915	636	530	433	508	778	
15:00-16:00	610	570	898	7367	682	535	682	315	1047	778	609	463	421	788	
16:00-17:00	718	543	9980	5679	535	441	819	827	1019	659	766	764	402	816	
17:00-18:00	713	552	3773	3485	806	446	608	697	683	691	661	726	460	812	
18:00-19:00	705	520	2794	3897	552	422	670	785	560	557	563	764	412	826	
19:00-20:00	489	574	3128	14899	431	406	739	748	543	544	624	841	397	699	
20:00-21:00	550	661	3070	14143	576	557	707	655	765	561	621	736	455	722	
21:00-22:00	510	784	1529	14405	494	728	674	1113	693	596	579	808	556	822	
22:00-23:00	575	890	3106	13072	525	635	723	872	744	641	711	747	524	810	
23:00-00:00	485	1842	4211	8562	530	593	787	818	695	461	599	843	564	675	
